ID,Rating,RD
103819,2167.473747,81.20205014
104745,2121.286371,72.29950967
104925,2116.638221,74.05592195
104417,2056.574003,66.00337261
100074,2022.900391,65.13997804
106421,1998.98723,65.96135483
126094,1980.685914,67.52836185
101426,1977.529356,71.06943237
105223,1977.270542,70.5329163
101948,1963.078101,65.23915783
104053,1948.265251,66.72509703
100029,1947.245439,65.14549464
207989,1945.238769,68.99923265
126774,1942.011776,66.41859107
200000,1939.392386,64.08415665
101736,1935.877232,68.22596838
102158,1933.587316,63.94355463
126610,1927.849522,65.50091812
101414,1925.121084,63.93792737
100644,1924.046886,65.81772595
100428,1923.826495,67.1178792
206173,1920.658706,66.30724076
100309,1917.667175,65.33535572
106401,1912.958723,64.96234298
101222,1908.925425,65.26176894
100383,1898.522087,67.98085544
101036,1898.445824,65.23947539
101990,1896.000802,64.2387509
103900,1887.29781,65.63220644
100656,1887.264223,65.64353497
100581,1887.182261,67.05138092
102765,1880.386679,62.95551501
105453,1880.004054,64.92989761
101529,1878.550771,63.59469783
100437,1877.983635,76.28900332
104339,1877.453142,64.01281303
100005,1875.573516,67.47858978
102450,1865.837298,64.70253571
134770,1862.881639,65.04746507
100087,1855.657722,64.50470176
105138,1854.773371,63.46612444
103602,1853.311482,66.19727413
200624,1849.144335,63.789027
100272,1847.981782,64.78681821
200282,1846.488657,62.77321505
104607,1845.153067,64.32435528
106233,1844.393079,63.7017795
128034,1842.698441,62.38358694
111815,1836.919114,64.53254772
100100,1836.600644,65.49625817
104918,1833.893112,64.92225841
102257,1830.705481,64.40264244
126203,1829.508656,62.31413354
101793,1829.412323,63.38450045
100026,1828.903118,66.88342418
101727,1828.61629,63.80310413
106432,1828.215795,62.96394363
100689,1827.749408,64.45783092
101309,1827.364776,63.54656615
102882,1826.52943,61.99105199
100555,1825.741348,65.57166876
102701,1823.994176,63.37925605
104026,1821.626519,63.9394227
111575,1821.106956,62.65117598
101434,1818.785876,63.77772448
100300,1817.602987,64.77656029
102338,1815.851562,63.78411112
105807,1815.012156,63.67721284
109812,1814.038418,66.52977591
104731,1812.796243,63.68317966
102025,1811.322038,62.15285784
103888,1810.103688,64.72263808
105227,1807.139876,62.94826836
206909,1806.492488,65.28916605
103507,1806.107807,64.5061245
104527,1801.704151,62.81399633
101320,1800.229852,63.35156732
103344,1800.077689,63.62750553
208029,1797.172625,64.94903368
100022,1796.244847,64.25006464
100376,1793.92329,64.0922757
104792,1793.839891,63.67025104
126239,1792.88836,63.45820893
103498,1792.877875,62.8102458
100586,1792.787723,66.22436821
102856,1792.70492,66.26711693
104076,1790.253481,62.79001292
101190,1786.786697,63.22074443
101318,1786.737585,62.70216321
100232,1786.229696,63.62274944
101098,1784.939264,63.23141164
100196,1784.150027,63.79747918
105936,1783.05564,62.76394236
102419,1783.019501,84.865249
103264,1782.990402,62.28647996
104871,1782.772513,61.89548792
102344,1782.597241,62.00997439
103285,1781.911284,63.63430161
100360,1780.982193,63.73715906
101191,1780.697836,62.2796917
104338,1780.186417,63.70427042
122330,1779.904454,62.08037217
103720,1778.282393,63.70477752
100144,1778.11773,63.18433211
101404,1777.559955,63.93071744
101138,1777.402305,62.93374462
105683,1777.377239,63.43578349
101723,1776.80953,62.97790546
100092,1776.410878,64.79867528
103017,1775.401251,63.42612437
100055,1775.296561,64.42811576
133430,1774.489356,62.25014612
102845,1773.74106,65.17115752
102563,1773.320979,62.30443578
104545,1773.022255,62.60979402
100315,1771.744033,62.21062226
103970,1770.956348,64.26947593
101611,1770.582017,62.11246997
100016,1770.352256,64.14434801
100261,1770.020058,63.51959684
100060,1769.433935,63.91316222
101962,1768.993832,63.25348114
100128,1768.055307,63.31757531
100532,1767.997198,64.4156255
103566,1767.549088,63.49609698
104542,1766.81369,64.60615239
105777,1766.573334,63.30506639
101965,1766.336205,62.57231684
100342,1765.241977,65.09536436
125802,1765.208816,62.72788707
101324,1763.002398,65.10148837
105554,1762.692871,62.06073388
106378,1761.976194,62.96271555
103387,1761.880381,63.56484806
100284,1761.827307,63.08253933
102562,1760.432271,63.80593182
106043,1760.002174,63.37904051
102446,1758.271737,62.42101395
144684,1757.839453,68.68900168
104755,1757.783171,62.14499201
100676,1757.747818,63.45355353
101195,1756.731908,63.02132764
101649,1754.841444,64.00904905
106415,1754.376175,63.0953513
102716,1754.233987,159.2925449
106162,1754.20943,143.7740073
102854,1754.04667,63.11590793
101901,1753.620867,62.38964027
207733,1753.463998,81.66249291
101073,1750.93695,64.13565855
103428,1750.12768,63.08215754
124187,1749.39884,63.35334775
105914,1749.177771,123.4559472
126205,1748.831315,63.61762616
105668,1748.631773,63.41805946
102521,1748.416164,62.76563173
100655,1748.228603,63.1373146
104180,1748.041432,64.15713718
100893,1747.84669,65.35048376
105238,1746.35512,62.33252381
101601,1746.325886,62.26556961
101084,1745.995597,63.40090639
102148,1745.461543,62.44552806
101117,1744.838272,62.65634829
100297,1744.480313,63.12085071
100048,1744.194687,62.47027713
200175,1743.855948,62.80829075
101613,1743.801412,62.78467088
100282,1743.260894,62.38760713
100653,1742.861715,62.56062367
100174,1742.547964,62.93195444
101774,1742.42087,64.02700595
100343,1741.322223,64.73082807
104597,1740.657435,64.54064907
103084,1739.669721,63.71105559
126207,1739.531512,62.72625899
100797,1739.041385,62.70211954
208502,1737.807776,84.15555565
102259,1737.542605,63.01910874
200325,1736.747758,62.66120965
101647,1736.592471,63.76206252
100920,1736.321947,63.68521879
207518,1736.29134,63.4084015
100255,1735.947242,63.37717947
102401,1733.939238,62.56579814
100529,1733.349269,63.28673104
100954,1732.950831,62.51180755
122298,1731.804626,67.17821181
101897,1731.308825,62.69542258
103917,1730.897957,63.03249475
101062,1729.79063,61.50863424
101348,1729.559903,91.43684045
101185,1729.50944,62.91041842
202385,1729.225325,69.73446266
202195,1728.823558,68.04338051
202103,1727.824877,68.56503483
101703,1727.769183,62.68545336
100824,1727.683046,111.119164
100030,1726.694685,63.94042369
100380,1726.506466,62.82662108
100452,1726.111769,63.6443792
200005,1725.927282,62.38808632
101178,1725.749178,65.75505144
101120,1724.202404,62.27849843
100936,1723.623698,62.31715749
103913,1723.580014,153.6450136
102644,1722.649878,62.59460633
103151,1721.135945,62.59290901
101495,1720.577726,94.42027667
102271,1719.291062,62.07216617
104332,1719.260003,63.51060481
111107,1719.218389,72.00357198
103786,1718.982384,62.84662455
100752,1718.943262,63.12043007
100502,1717.653379,63.9609008
102358,1717.255454,62.35562772
111202,1716.602097,62.9502771
105173,1716.368401,62.22537981
103598,1716.361211,62.78136368
105676,1715.422525,62.64059589
101510,1715.130148,62.03935402
102162,1715.065967,63.09606889
126952,1714.946865,63.83925133
100923,1714.248755,62.78707216
102029,1713.942554,61.96936358
104958,1713.897092,106.0663106
100214,1713.701094,64.07575077
103898,1713.397774,62.48909158
102456,1713.389752,64.3209811
100126,1712.699524,63.90496792
103781,1712.519233,62.95074311
101932,1712.372396,62.27134515
100332,1712.046765,62.95864901
100105,1711.65461,63.86499677
144707,1711.443161,63.62127265
100325,1710.973746,63.10291215
111513,1710.897463,62.90653677
101196,1710.676079,62.68014995
101725,1710.295812,62.14448884
102860,1710.245197,62.52419183
100946,1709.394794,63.87965214
101889,1709.320116,62.65504194
100445,1709.275221,63.37462319
102607,1709.263936,63.24738546
102610,1708.894513,61.82192643
100887,1708.868918,66.57370618
110373,1708.834419,89.65762593
200670,1708.497259,83.83218563
105916,1708.36607,62.12168418
100957,1708.067834,63.66333102
103163,1707.925285,63.48146313
102369,1707.633745,62.7898744
101843,1707.617351,62.25990975
101298,1707.500118,63.62908484
206499,1707.136534,141.2101476
101885,1707.112793,63.20247648
103632,1707.007324,62.73088901
100020,1706.954111,63.89800118
105023,1706.922297,62.50732371
105577,1706.919968,63.76179152
102796,1706.103575,63.12243297
102238,1706.089244,61.89190131
101776,1705.409161,62.97867842
100510,1705.385009,127.1960071
101820,1705.154884,63.10248816
103909,1705.123402,66.55958441
105732,1704.955549,62.14247236
103193,1704.753617,63.13729531
101013,1704.68074,63.36189216
100579,1704.453291,63.47561562
101264,1704.336967,79.91622926
101532,1704.050788,62.88556299
101463,1703.807721,61.90649013
100788,1703.643933,157.8946164
102202,1702.840214,63.23739014
100747,1702.18021,63.52233381
100339,1702.139519,64.39055194
103166,1702.032254,63.32120131
100809,1701.670438,62.50625334
100763,1700.343869,63.41693973
202104,1700.038959,66.8875795
101991,1699.739933,63.8459979
102506,1699.654072,120.2596111
104098,1699.578402,63.40591026
100034,1698.727094,66.58833326
126128,1698.59419,91.41929266
101061,1697.825595,62.79009157
101334,1697.731256,62.37546893
101004,1697.686927,62.27426998
101717,1697.106911,62.63576105
106218,1696.140333,64.01367461
101609,1695.72249,63.52253919
102035,1695.199671,62.90363047
101080,1695.038456,62.37119225
132283,1694.994936,62.08045639
101589,1694.99021,62.38470957
100474,1694.69573,62.65687771
100972,1693.731656,62.24393718
105373,1693.698026,62.77667986
100115,1693.407365,63.34431148
100084,1692.915389,64.27808605
101358,1692.229667,62.49801688
101888,1691.850438,63.27477876
102021,1691.538847,64.28313359
101278,1691.172337,117.4006552
102184,1690.678677,62.21482432
105226,1690.527842,76.82920067
101021,1690.421831,153.4307149
103484,1689.815247,62.32373214
101917,1689.595681,62.44648858
101377,1689.324864,62.02445979
106058,1689.185337,62.66707374
105881,1689.027577,133.807175
101332,1688.868922,63.25241251
102104,1688.792766,62.48363677
100635,1688.223376,63.01132944
144750,1687.982646,63.53614936
100205,1687.442993,63.11493277
103356,1686.88857,62.85641392
111456,1686.836139,63.33628159
101659,1686.516307,63.23127258
101230,1686.481458,62.26801345
101235,1686.410889,61.95336636
105077,1686.36116,62.13713378
100033,1686.271127,67.69178297
101270,1686.172026,107.9948725
103031,1685.960432,62.07565205
100028,1685.936802,67.15676417
104620,1685.526167,62.09981392
101393,1685.104785,68.06156852
100780,1685.022742,63.22598318
102179,1684.939536,63.28987063
101421,1684.82039,63.57221133
101124,1684.654562,62.69525922
100199,1684.50987,63.92038758
100253,1684.446297,62.72397996
102146,1684.089954,62.54624582
101792,1683.984565,62.68734776
103401,1683.196646,63.41000808
105526,1682.87243,61.70298611
102374,1682.640803,62.3734537
104571,1682.51641,62.94972435
103656,1682.228255,63.13635537
100162,1682.177408,63.79163926
100203,1682.143858,64.00758296
100050,1682.140515,63.38850393
100769,1681.887625,62.2568128
100252,1681.868876,62.4983282
102024,1681.797773,62.13355606
109746,1681.496547,77.49531777
100607,1681.402238,62.77023572
110114,1681.045279,150.5745575
209209,1680.947286,128.0929316
103206,1680.930558,62.12593311
101507,1680.743067,62.5769119
101378,1680.659824,63.75671043
100772,1680.627628,62.78318113
104471,1679.645961,62.60802682
100866,1679.419744,63.62058655
102834,1679.388563,63.34501255
105992,1679.307442,62.30174608
103018,1679.27568,62.29364103
144817,1679.188791,75.26778468
101733,1678.993152,62.37607671
102642,1678.544621,63.03742946
100422,1678.327528,62.8905782
100761,1678.215669,72.57016188
100186,1678.038207,63.70242842
100073,1678.016071,64.57033327
100356,1677.82755,63.07491184
126106,1677.065153,120.327217
102318,1677.018477,62.25060504
103280,1676.907776,64.10271461
103990,1676.869042,63.61297809
101409,1676.808541,63.43680019
109822,1676.026302,85.42308101
100446,1675.779541,64.14678286
101412,1675.544178,62.63423079
100713,1675.49785,62.4670681
105723,1674.898528,62.82594481
100280,1674.511229,63.31976195
100757,1674.456821,62.53533693
106408,1674.453556,120.06785
106298,1674.40687,63.09736567
103581,1674.043719,63.19879299
101381,1673.868488,61.87372477
104639,1673.666582,65.15815983
100012,1673.557976,70.63047358
104965,1673.031459,114.043801
106078,1672.682064,62.65621418
100229,1672.091911,64.77272764
100829,1672.044928,63.0461622
105870,1671.718165,64.4950851
100249,1671.534892,63.22633376
126127,1671.517852,72.61044315
103714,1671.290858,62.91911321
104976,1671.205462,65.0603845
101900,1671.199477,62.90278917
101234,1670.988018,62.71711744
100023,1670.97673,84.0289644
100417,1670.817985,62.98774708
100870,1670.568669,62.37158216
100990,1670.191348,62.59829166
100585,1669.951431,63.08635256
100017,1669.823547,65.73181104
105379,1669.588799,62.0317435
101964,1669.416537,62.17404667
100362,1669.407568,63.92312896
100944,1669.394072,62.38814768
101735,1669.261175,63.26190469
100955,1668.739113,67.85512677
103812,1668.247204,62.89510084
101030,1667.986028,62.41644707
101806,1667.877797,62.25874031
102905,1667.836503,63.18631202
105806,1667.689564,67.95422014
101797,1667.530788,62.94869267
101232,1667.45676,64.29554335
100535,1667.267102,63.8804404
100536,1667.018289,63.25474041
144719,1666.935155,62.86938667
110098,1666.826296,139.4495135
210013,1666.753274,63.25936889
103176,1666.596119,62.07844242
101373,1666.503858,63.41412664
109914,1666.395552,80.07856462
100127,1666.250548,63.4155448
102227,1666.182045,62.27193522
106328,1666.079368,110.3248837
101685,1665.994795,68.0168862
110849,1665.964002,113.2723539
104379,1665.789429,85.81096034
100395,1665.718743,63.78240966
200221,1665.34779,63.34150714
102226,1665.216437,74.68832924
102863,1665.162135,69.96295195
101276,1664.894076,61.98723012
101890,1664.825975,62.70509162
100434,1664.628683,63.28761359
100354,1664.560425,63.19916907
101475,1664.168958,62.29989264
100228,1663.973594,63.47736034
104386,1663.881711,62.61679596
101511,1663.880727,62.20638192
104651,1663.772035,97.6787109
100125,1663.764527,64.2448009
107561,1663.759795,77.32410111
100489,1663.274994,63.91998689
100477,1663.158167,63.87267707
100592,1662.496736,62.65202653
102110,1662.419549,63.48299238
100815,1662.056758,63.04365134
104468,1661.981172,61.93665173
103420,1661.743215,63.4922838
106214,1661.725332,71.03866326
104252,1661.384548,62.96206459
106234,1661.35816,64.12486104
107309,1661.274845,64.67736585
100062,1661.114498,64.21327488
102205,1661.092912,63.1604893
107969,1661.038856,100.1496485
101205,1660.609482,62.83429161
102967,1660.572938,62.39767146
103694,1660.554629,63.51596268
101594,1659.706136,66.2152433
103292,1659.497593,63.75204323
105932,1659.334688,62.63703373
103758,1659.315093,63.78876256
100967,1658.957223,63.01080703
105357,1658.885152,61.83280437
100273,1658.867476,63.54121147
106210,1658.78318,62.91807547
104259,1658.615185,63.39367838
102167,1658.461076,62.81772854
102817,1658.381398,80.78036978
101439,1658.248483,61.91958406
101382,1658.004537,62.1782059
101955,1657.596567,63.7232623
102201,1657.398334,62.60328323
101150,1656.948913,61.99539466
100857,1656.646568,62.38740108
101829,1656.54518,86.24355614
109813,1656.226944,83.33561644
126846,1655.849414,101.4107457
100081,1655.638871,64.40814121
105948,1655.5695,64.45269843
105095,1655.448656,62.33769624
104305,1655.265081,103.5295981
103808,1655.194052,63.32108847
104043,1655.148455,66.01881008
132686,1655.014454,114.2167209
124116,1653.968079,85.58662192
103325,1653.891612,63.78684052
104229,1653.713387,62.7900107
102998,1653.66954,63.23438691
100725,1653.501309,147.2335258
100759,1653.388688,63.12828008
105376,1653.341188,62.40319397
106071,1653.033979,62.23097698
101686,1652.806209,62.9939802
101274,1652.543773,63.17875691
100068,1652.425471,65.83941815
102053,1652.371953,67.33471645
103752,1652.250101,64.5332837
106423,1652.089313,66.22949611
144895,1651.87709,64.83117929
105449,1651.814471,62.82282251
101833,1651.678974,63.52571677
103188,1651.375224,63.15898178
100337,1651.210647,62.86428765
100570,1651.13329,62.63161329
100901,1651.057156,62.48061765
100163,1650.923647,65.67846975
101063,1650.861823,62.07695747
100276,1650.859529,63.27290494
100657,1650.824477,64.49765705
109885,1650.439726,174.3991352
104196,1650.113524,114.4120389
101106,1650.010402,63.26744426
106329,1649.449347,61.62010004
101606,1649.204404,63.078384
102351,1648.84839,69.69743032
100289,1648.790983,64.78537607
102394,1648.572398,62.66065419
100101,1648.426026,63.83230094
208103,1648.421228,80.81859281
102106,1648.199181,63.49442387
104594,1648.110984,63.22391164
100600,1648.092972,63.08510923
102558,1648.010284,77.15142534
105064,1647.404881,62.44074929
105385,1647.171531,62.66659106
104926,1647.165454,62.65070954
100599,1647.126338,65.45230499
102434,1646.926256,62.40210653
102491,1646.863276,64.41969299
101543,1646.787399,63.18314634
126845,1646.629159,87.95940567
100574,1646.609716,63.7988169
