,id,usr_id,cntr_id,bkng_id,oppnt_id,match_id,centre_user_verified,centre_verified,created,date_time,match_type,result,score,sets_won,sport,status,team,user_opponent_verified,user_verified,verified,user_id,centre_id,booking_id,opponent
0,3,72,3,560,4811,3569ff25-b91f-4286-b3c5-c2a0e03c6608,a27ac136-1bdf-11e9-a311-4a63b083e8d2_a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-04T06:32:15,2021-11-04_11:00,singles,W,"[[8, 11]]",1,squash,CONFIRMED,player2,a0c4ab89-8519-48e7-96aa-7e1987bf9560_9da27bdc-13cf-4bb7-a699-894f34482a32_True,a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,True,a0c4ab89-8519-48e7-96aa-7e1987bf9560,a27ac136-1bdf-11e9-a311-4a63b083e8d2,9f864c93-66b4-48ff-95b3-bff5be71ffca,9da27bdc-13cf-4bb7-a699-894f34482a32
1,4,72,3,560,4811,6553e2ed-6a7c-4044-99d5-64c019fba188,a27ac136-1bdf-11e9-a311-4a63b083e8d2_a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-04T06:32:15,2021-11-04_11:00,singles,W,"[[8, 11]]",1,squash,CONFIRMED,player2,a0c4ab89-8519-48e7-96aa-7e1987bf9560_9da27bdc-13cf-4bb7-a699-894f34482a32_True,a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,True,a0c4ab89-8519-48e7-96aa-7e1987bf9560,a27ac136-1bdf-11e9-a311-4a63b083e8d2,9f864c93-66b4-48ff-95b3-bff5be71ffca,9da27bdc-13cf-4bb7-a699-894f34482a32
2,5,72,3,537,3580,9989716a-30b2-44ef-8888-84a8746ffa6f,a27ac136-1bdf-11e9-a311-4a63b083e8d2_a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-14T11:53:34,2021-11-14_17:00,singles,L,"[[11, 7]]",0,squash,CONFIRMED,player2,a0c4ab89-8519-48e7-96aa-7e1987bf9560_8a570cb0-41c8-4782-9dc1-54d5e810016b_True,a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,True,a0c4ab89-8519-48e7-96aa-7e1987bf9560,a27ac136-1bdf-11e9-a311-4a63b083e8d2,1d0eb25d-7447-4706-b2df-d9c8747e5dce,8a570cb0-41c8-4782-9dc1-54d5e810016b
5,8,72,3,557,4811,d94edc5e-b361-45cd-a4e8-abee64e9c1e9,a27ac136-1bdf-11e9-a311-4a63b083e8d2_a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-06T14:29:01,2021-11-06_18:00,singles,W,"[[11, 7], [4, 11], [9, 11], [11, 7], [4, 11], [2, 11], [9, 11]]",5,squash,CONFIRMED,player2,a0c4ab89-8519-48e7-96aa-7e1987bf9560_9da27bdc-13cf-4bb7-a699-894f34482a32_True,a0c4ab89-8519-48e7-96aa-7e1987bf9560_True,True,a0c4ab89-8519-48e7-96aa-7e1987bf9560,a27ac136-1bdf-11e9-a311-4a63b083e8d2,97d03d69-7992-47fc-87f6-88aaa99ab9fe,9da27bdc-13cf-4bb7-a699-894f34482a32
6,10,229,3,1101,3871,a0d67f69-f39b-4f29-8376-bf1f712e3cf1,a27ac136-1bdf-11e9-a311-4a63b083e8d2_19cd8abc-8af9-4b3d-9a3e-b053cf8d8440_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-13T11:30:58,2021-11-13_16:00,singles,W,"[[8, 11], [11, 5], [11, 4], [11, 0], [11, 7], [11, 7], [11, 7], [11, 2]]",7,squash,CONFIRMED,player1,19cd8abc-8af9-4b3d-9a3e-b053cf8d8440_bfc39d59-ca74-45dc-ab3d-0b7cb30d8de8_True,19cd8abc-8af9-4b3d-9a3e-b053cf8d8440_True,True,19cd8abc-8af9-4b3d-9a3e-b053cf8d8440,a27ac136-1bdf-11e9-a311-4a63b083e8d2,3aea5eff-8e50-4339-8404-ecb2335c50c3,bfc39d59-ca74-45dc-ab3d-0b7cb30d8de8
7,11,294,3,39552,7985,51029965-f9db-11eb-95d0-a18c1a1f2c89,a27ac136-1bdf-11e9-a311-4a63b083e8d2_3a1a2831-589f-458f-8a3e-5bd1ea6dbba7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-08-10T13:20:31,2021-08-10_18:00,singles,W,"[[5, 11], [2, 11], [9, 11]]",3,squash,CONFIRMED,player2,3a1a2831-589f-458f-8a3e-5bd1ea6dbba7_ce8a80f6-32e8-4432-bd46-7fa081442274_True,3a1a2831-589f-458f-8a3e-5bd1ea6dbba7_True,True,3a1a2831-589f-458f-8a3e-5bd1ea6dbba7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,1808bdb2-77fd-44b1-bd6e-668a21e2d9aa,ce8a80f6-32e8-4432-bd46-7fa081442274
8,13,303,3,1291,348,47cd4c91-142b-11ec-9bbd-f15c9acd16b1,a27ac136-1bdf-11e9-a311-4a63b083e8d2_654a542b-6f2f-4d1a-b8fa-b5463b59f4cc_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-09-13T00:55:40,2021-09-13_06:00,singles,W,"[[9, 11], [7, 11]]",2,squash,CONFIRMED,player2,654a542b-6f2f-4d1a-b8fa-b5463b59f4cc_a529840b-d806-49d9-b00a-f77a14d91430_True,654a542b-6f2f-4d1a-b8fa-b5463b59f4cc_True,True,654a542b-6f2f-4d1a-b8fa-b5463b59f4cc,a27ac136-1bdf-11e9-a311-4a63b083e8d2,9a2af86f-e3a3-4c7f-a945-d0895145d4a7,a529840b-d806-49d9-b00a-f77a14d91430
9,5702,9713,3,50613,10806,f64f90dc-17fb-453b-a69b-e2321b1fe6b3,"""a27ac136-1bdf-11e9-a311-4a63b083e8d2_4df34c88-e9de-4c58-a118-a51f93846a25_True",a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2022-03-31T01:57:56,2022-03-31_07:00,singles,L,"[[7, 11]]",0,squash,CONFIRMED,player1,"""4df34c88-e9de-4c58-a118-a51f93846a25_190b56fc-2237-4bcb-a9a9-7ee5c10b937a_True",4df34c88-e9de-4c58-a118-a51f93846a25_True,True,4df34c88-e9de-4c58-a118-a51f93846a25,a27ac136-1bdf-11e9-a311-4a63b083e8d2,7747630f-d64b-4cc3-bdfa-36161abb30ad,190b56fc-2237-4bcb-a9a9-7ee5c10b937a
10,25,862,3,20028,4527,0ffd2147-26bc-44b2-9225-5ba0c6303d77,a27ac136-1bdf-11e9-a311-4a63b083e8d2_3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-06T09:08:15,2021-11-06_13:00,singles,L,"[[11, 7], [11, 9], [8, 11], [11, 6], [11, 2], [11, 8], [7, 11], [11, 6], [11, 5], [11, 5]]",2,squash,CONFIRMED,player2,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_fb215246-a691-4419-a3cc-32568f0e7639_True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c,a27ac136-1bdf-11e9-a311-4a63b083e8d2,eb20c24c-7be6-4c48-8f2d-2b8e48537749,fb215246-a691-4419-a3cc-32568f0e7639
11,26,862,3,20023,4527,578002b3-ad5b-4174-b424-6b65752c7e7a,a27ac136-1bdf-11e9-a311-4a63b083e8d2_3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-11T16:28:50,2021-11-11_21:00,singles,L,"[[11, 1], [9, 11], [11, 6], [12, 10], [11, 7], [11, 7], [8, 11], [11, 3], [11, 3], [11, 5], [11, 5], [11, 8]]",2,squash,CONFIRMED,player2,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_fb215246-a691-4419-a3cc-32568f0e7639_True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c,a27ac136-1bdf-11e9-a311-4a63b083e8d2,99285ed3-69c3-478c-9ddd-385c92fa7b7d,fb215246-a691-4419-a3cc-32568f0e7639
12,27,862,3,2866,4527,57c0feae-b9df-4663-a7e4-36d8bf8e6ab0,a27ac136-1bdf-11e9-a311-4a63b083e8d2_3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-04T09:30:23,2021-11-04_14:00,singles,L,"[[4, 11], [5, 11], [8, 11], [8, 11], [5, 11], [7, 11], [9, 11], [10, 12]]",0,squash,CONFIRMED,player1,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_fb215246-a691-4419-a3cc-32568f0e7639_True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c,a27ac136-1bdf-11e9-a311-4a63b083e8d2,34abdca4-38c4-416c-8451-933a527a69cc,fb215246-a691-4419-a3cc-32568f0e7639
13,28,862,3,2869,4527,f7c9e06c-4523-4665-b9d3-a97a8167d160,a27ac136-1bdf-11e9-a311-4a63b083e8d2_3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-06T14:10:24,2021-11-06_19:00,singles,L,"[[11, 6], [11, 3], [11, 1], [11, 0], [11, 4], [11, 7], [5, 11]]",1,squash,CONFIRMED,player2,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_fb215246-a691-4419-a3cc-32568f0e7639_True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c_True,True,3ca6b953-ca37-4521-88bb-5ba2330a3a7c,a27ac136-1bdf-11e9-a311-4a63b083e8d2,b7320fb3-0b55-4ef7-9ca2-1f97fb8bea13,fb215246-a691-4419-a3cc-32568f0e7639
14,32,1055,3,23154,3575,3cd84081-0e49-11ec-817a-8b7e834a5d2a,a27ac136-1bdf-11e9-a311-4a63b083e8d2_cd93de4c-c023-4eaf-bbca-d760cd4f8031_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-09-07T14:02:54,2021-09-07_19:00,singles,L,"[[11, 8], [10, 12], [7, 11], [11, 6], [11, 4]]",2,squash,CONFIRMED,player2,cd93de4c-c023-4eaf-bbca-d760cd4f8031_8c6a69a6-8f4a-4795-8f60-74c78801c783_True,cd93de4c-c023-4eaf-bbca-d760cd4f8031_True,True,cd93de4c-c023-4eaf-bbca-d760cd4f8031,a27ac136-1bdf-11e9-a311-4a63b083e8d2,dbfc2918-18e3-4b14-bf25-f650f40a5634,8c6a69a6-8f4a-4795-8f60-74c78801c783
15,36,1175,3,39633,7985,6d198e3e-026e-11ec-b4ce-8b0ffee1fcb9,a27ac136-1bdf-11e9-a311-4a63b083e8d2_fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-08-21T11:31:07,2021-08-21_16:00,singles,W,"[[0, 11], [8, 11], [10, 12]]",3,squash,CONFIRMED,player2,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_ce8a80f6-32e8-4432-bd46-7fa081442274_True,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_True,True,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e,a27ac136-1bdf-11e9-a311-4a63b083e8d2,61ae52e7-9ad6-4de2-bdfd-22eb5e8a6b01,ce8a80f6-32e8-4432-bd46-7fa081442274
16,37,1175,3,39633,8633,c9967dec-026a-11ec-8da4-756507649f96,a27ac136-1bdf-11e9-a311-4a63b083e8d2_fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-08-21T11:31:07,2021-08-21_16:00,singles,W,"[[7, 11], [4, 11], [2, 11]]",3,squash,CONFIRMED,player2,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_755bccd9-cc0b-4bbb-86bb-a38dc64f5c5a_True,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e_True,True,fb04ccaa-8b41-4fb0-abdb-c2db4c7fd25e,a27ac136-1bdf-11e9-a311-4a63b083e8d2,61ae52e7-9ad6-4de2-bdfd-22eb5e8a6b01,755bccd9-cc0b-4bbb-86bb-a38dc64f5c5a
17,38,1206,3,4256,7932,3a6e5d3d-122b-11ec-9860-6b24b442ac87,a27ac136-1bdf-11e9-a311-4a63b083e8d2_95b9c308-b783-43fe-bd04-63c820c396b3_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-09-10T12:30:18,2021-09-10_17:00,singles,L,"[[11, 4], [11, 9], [11, 7], [11, 7], [12, 14], [12, 10], [11, 6], [11, 4], [12, 10], [11, 6]]",1,squash,CONFIRMED,player2,95b9c308-b783-43fe-bd04-63c820c396b3_9254670f-4dbd-4f3c-9590-ef45f007cfcf_True,95b9c308-b783-43fe-bd04-63c820c396b3_True,True,95b9c308-b783-43fe-bd04-63c820c396b3,a27ac136-1bdf-11e9-a311-4a63b083e8d2,740afe13-2a1a-43c2-aeb2-5346c80ad5c1,9254670f-4dbd-4f3c-9590-ef45f007cfcf
19,40,1405,3,4958,9325,39fb8065-6b31-475e-9415-bf1f4654aced,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-02T15:57:32,2021-11-02_21:00,singles,L,"[[11, 9]]",0,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_bf34740a-e328-4fa5-8fa0-408bfedaec5e_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,0e7a190e-ef0b-4c16-b182-dc03007d6ec6,bf34740a-e328-4fa5-8fa0-408bfedaec5e
20,41,1405,3,19122,3854,4b3c62b8-6220-4d2a-a058-7d31297db381,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-13T06:23:05,2021-11-13_11:00,singles,L,"[[8, 11], [11, 7], [14, 15], [11, 7], [10, 12]]",2,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_0d7c27d3-11ab-42c4-8e40-cc639a7de6ce_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,51a536b9-c0f2-4c84-ad41-8c2f996ecd34,0d7c27d3-11ab-42c4-8e40-cc639a7de6ce
21,42,1405,3,5030,9325,5f108262-ef12-47c8-94ac-8982363e7648,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-01T15:30:02,2021-11-01_20:00,singles,L,"[[11, 6]]",0,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_bf34740a-e328-4fa5-8fa0-408bfedaec5e_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,d248332e-b438-4651-9a77-7a47671f10da,bf34740a-e328-4fa5-8fa0-408bfedaec5e
22,43,1405,3,4963,2206,6561214d-116d-11ec-a5da-295efe6259f3,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-09-09T13:06:59,2021-09-09_18:00,singles,W,"[[11, 8]]",1,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_e0b2f183-740f-4906-a7cb-f4744520de7c_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,2257de27-d211-464c-a844-ec8f0cde29ab,e0b2f183-740f-4906-a7cb-f4744520de7c
23,44,1405,3,19600,3854,69e890cf-374c-4f2e-8f78-b4531562b1e1,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-06T06:33:12,2021-11-06_11:00,singles,L,"[[14, 15], [7, 11]]",0,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_0d7c27d3-11ab-42c4-8e40-cc639a7de6ce_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,ce0722dc-bbc1-4b58-bb28-2bf79a4c92ff,0d7c27d3-11ab-42c4-8e40-cc639a7de6ce
24,45,1405,3,4958,9325,6be93557-60ca-440a-ac86-6d99772db33a,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-02T15:57:32,2021-11-02_21:00,singles,L,"[[11, 9]]",0,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_bf34740a-e328-4fa5-8fa0-408bfedaec5e_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,0e7a190e-ef0b-4c16-b182-dc03007d6ec6,bf34740a-e328-4fa5-8fa0-408bfedaec5e
26,47,1405,3,5006,2206,83e005ac-48b8-4128-a2cd-f52fe1aa5b8c,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-11T13:08:24,2021-11-11_18:00,singles,W,"[[7, 11], [10, 12], [10, 12]]",3,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_e0b2f183-740f-4906-a7cb-f4744520de7c_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,9da377c1-e7b4-4178-8cb0-98b5b60a733a,e0b2f183-740f-4906-a7cb-f4744520de7c
27,48,1405,3,5030,9325,865388a9-705f-4633-b6d4-699d16602a10,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-01T15:30:02,2021-11-01_20:00,singles,L,"[[13, 11]]",0,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_bf34740a-e328-4fa5-8fa0-408bfedaec5e_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,d248332e-b438-4651-9a77-7a47671f10da,bf34740a-e328-4fa5-8fa0-408bfedaec5e
28,49,1405,3,24869,3854,9788a9e3-b95e-4a4d-9366-ad35191a73a8,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-12T13:11:52,2021-11-12_18:00,singles,L,"[[9, 11]]",0,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_0d7c27d3-11ab-42c4-8e40-cc639a7de6ce_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,4eb72a24-fa12-4edf-9c47-f7996776eaa8,0d7c27d3-11ab-42c4-8e40-cc639a7de6ce
29,50,1405,3,19600,5672,a8fd6283-3a5e-4e03-8ef9-794c14e6e186,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-06T06:33:12,2021-11-06_11:00,singles,W,"[[8, 11]]",1,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_51d69c86-bbb3-45ed-893e-18859ea61f1f_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,ce0722dc-bbc1-4b58-bb28-2bf79a4c92ff,51d69c86-bbb3-45ed-893e-18859ea61f1f
30,51,1405,3,4977,3854,a9dc7ece-e7de-462e-8796-2db6da57e5cb,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-03T14:33:40,2021-11-03_19:00,singles,L,"[[11, 5], [5, 11], [11, 5], [11, 9], [11, 13], [11, 5], [14, 12], [11, 8], [11, 6]]",2,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_0d7c27d3-11ab-42c4-8e40-cc639a7de6ce_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,4091ee27-787c-4e66-b111-90de3f105d8d,0d7c27d3-11ab-42c4-8e40-cc639a7de6ce
31,52,1405,3,4958,9325,aa61fe75-b32f-4c5b-84a3-e7a6618b7d61,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-02T15:57:33,2021-11-02_21:00,singles,L,"[[11, 5]]",0,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_bf34740a-e328-4fa5-8fa0-408bfedaec5e_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,0e7a190e-ef0b-4c16-b182-dc03007d6ec6,bf34740a-e328-4fa5-8fa0-408bfedaec5e
32,53,1405,3,24869,5672,b4b124fd-907e-4491-9c5f-9dccf30dab14,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-12T13:11:52,2021-11-12_18:00,singles,L,"[[5, 11]]",0,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_51d69c86-bbb3-45ed-893e-18859ea61f1f_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,4eb72a24-fa12-4edf-9c47-f7996776eaa8,51d69c86-bbb3-45ed-893e-18859ea61f1f
33,54,1405,3,16173,2953,e1c8f0d3-d4d0-4792-a010-cc0626b07645,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-01T06:30:27,2021-11-01_11:00,singles,L,"[[5, 11], [8, 11], [9, 11]]",0,squash,CONFIRMED,player1,07e82391-0086-4b91-b5df-c6e50d7c71e7_1645297d-9dce-4cbd-a4e2-169ceee9891c_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,3256a365-d845-404d-be45-9539e085279e,1645297d-9dce-4cbd-a4e2-169ceee9891c
35,56,1405,3,4980,2206,eb52a8a9-baae-437c-a1e0-cf3a9556baca,a27ac136-1bdf-11e9-a311-4a63b083e8d2_07e82391-0086-4b91-b5df-c6e50d7c71e7_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-11-08T13:33:02,2021-11-08_18:00,singles,W,"[[5, 11], [7, 11], [7, 11], [11, 7], [11, 5]]",3,squash,CONFIRMED,player2,07e82391-0086-4b91-b5df-c6e50d7c71e7_e0b2f183-740f-4906-a7cb-f4744520de7c_True,07e82391-0086-4b91-b5df-c6e50d7c71e7_True,True,07e82391-0086-4b91-b5df-c6e50d7c71e7,a27ac136-1bdf-11e9-a311-4a63b083e8d2,48d2f40d-4617-4a8f-ac53-27efdf5934ba,e0b2f183-740f-4906-a7cb-f4744520de7c
36,57,1487,3,39566,9510,5ca66ed0-0252-11ec-9e53-21c1d94fc3ea,a27ac136-1bdf-11e9-a311-4a63b083e8d2_06666164-ecf3-4246-876a-46740f25d3ca_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-08-21T08:17:09,2021-08-21_13:00,singles,L,"[[11, 5], [8, 11], [11, 9], [8, 11], [15, 14]]",2,squash,CONFIRMED,player2,06666164-ecf3-4246-876a-46740f25d3ca_8f2b2916-f221-4672-9b36-8e2115dfaee6_True,06666164-ecf3-4246-876a-46740f25d3ca_True,True,06666164-ecf3-4246-876a-46740f25d3ca,a27ac136-1bdf-11e9-a311-4a63b083e8d2,272adb81-d458-49d6-b7f2-afb43768712e,8f2b2916-f221-4672-9b36-8e2115dfaee6
37,58,1493,3,5549,5928,ef71c07a-14fc-49f2-9051-84c5b9d9c672,a27ac136-1bdf-11e9-a311-4a63b083e8d2_e4f31c08-2ac9-4a43-9fce-bae1b3b846dc_True,a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-10-26T14:33:19,2021-10-26_19:00,singles,L,"[[11, 4], [9, 11], [4, 11], [11, 8], [10, 12], [4, 11], [8, 11]]",2,squash,CONFIRMED,player1,e4f31c08-2ac9-4a43-9fce-bae1b3b846dc_17662762-fc9f-47cf-83bc-70d31b29e78b_True,e4f31c08-2ac9-4a43-9fce-bae1b3b846dc_True,True,e4f31c08-2ac9-4a43-9fce-bae1b3b846dc,a27ac136-1bdf-11e9-a311-4a63b083e8d2,66deb3c7-7acb-4b9f-a5f1-ec8e660e43f7,17662762-fc9f-47cf-83bc-70d31b29e78b
38,2869,5298,3,41944,3575,24a284ed-0ab0-498d-a53a-3cffbef615e6,"""a27ac136-1bdf-11e9-a311-4a63b083e8d2_cd93de4c-c023-4eaf-bbca-d760cd4f8031_True",a27ac136-1bdf-11e9-a311-4a63b083e8d2_True,2021-12-20T13:34:10,2021-12-20_18:00,singles,W,"[[4, 11], [10, 12], [14, 15], [6, 11], [13, 15]]",5,squash,CONFIRMED,player2,"""cd93de4c-c023-4eaf-bbca-d760cd4f8031_8c6a69a6-8f4a-4795-8f60-74c78801c783_True",cd93de4c-c023-4eaf-bbca-d760cd4f8031_True,True,17662762-fc9f-47cf-83bc-70d31b29e78b,a27ac136-1bdf-11e9-a311-4a63b083e8d2,292c8051-c4bc-4365-bbb7-df2e3b491ebb,8c6a69a6-8f4a-4795-8f60-74c78801c783
