ID,Rating
112411,1498.96690527877
126914,1501.16471794076
209523,1499.40399617106
100084,2909.23221943176
100132,1475.45148579142
207073,1502.97210219269
109783,1488.16780208363
109745,1535.46041205855
201749,1506.31231801233
209525,1492.76272525478
109813,1521.78648619225
100068,1512.99657808449
100061,1562.89165172914
100073,2259.8506823057
100158,1458.74304359024
209524,1496.82576405709
100029,2935.9254425437
100099,1788.62881459332
100022,2066.32502778073
100026,1993.80205289464
202589,1496.29697496065
112528,1501.22368436097
110413,1498.87196092994
110119,1502.41594893946
109923,1498.84083645857
100282,3416.10622978111
100032,1465.49934777957
100038,1498.50346891334
100122,1525.39904119834
100088,1553.48120993521
100054,1568.14994104851
100113,2353.62483783556
100030,1683.34780694918
109825,1495.54582715952
109821,1501.13682683855
100011,1510.68942822716
100058,2008.13369840481
100069,1567.05775677573
100037,1950.52710525426
100087,2729.13276052423
100039,1504.75330313767
100009,1534.64041229003
100055,2439.94576450854
109768,1505.76930432944
100057,1486.71630329971
100017,1590.3973760645
109748,1496.39099844764
109775,1520.55644478621
110047,1493.98697055634
100005,1716.61696887591
100152,1474.97400547931
112374,1491.99820745225
100010,1510.29330943042
100075,1598.22833314354
100016,2705.87109801028
100128,2648.55027264516
100074,3252.87419183777
100081,1834.54805568769
109812,1591.21212354873
100028,1662.15771450384
100142,1518.80368107479
117312,1498.45722731994
107309,1538.81053854137
100137,1633.98952303202
106616,1477.55786575837
100118,1610.796178609
100092,2000.77263172896
109781,1504.92555224772
100044,1495.7377985753
109822,1521.03138592221
109746,1521.78833230485
111107,1508.39918211936
109743,1496.69394992084
100123,1510.37402794951
100076,1542.18963364801
100160,1542.74425685825
100019,1508.77349250941
109875,1504.02461201243
109761,1481.35905030062
112985,1501.4677241722
100077,1502.29004219604
100047,1643.28102940008
100089,1473.53860888752
100139,1714.20798882668
100071,1481.45081821638
100080,1514.22200925664
110268,1505.64858621928
100012,1567.02934317709
100174,3041.56156788653
100244,2442.09678003105
109862,1481.58569094106
100060,2526.04157246755
109800,1476.99107084171
100070,1494.66586818681
100056,1626.06301152763
100067,1634.04508115515
110192,1493.35577158184
100090,1851.89643616449
100161,1703.85169667338
109752,1493.79323443926
100120,1598.35360131436
100033,1564.91651237411
100085,1475.68362787616
100100,2261.25229279297
100046,1499.22425002361
100121,1689.11009574731
109823,1511.58342612857
100127,2127.90609112451
100208,1495.14379757055
108310,1487.43565032632
100209,1484.78068010252
100105,1792.4741144041
100002,1491.16504251001
100094,1579.83087725264
100020,1519.77846699849
100049,1462.7395296285
100144,2504.13523881331
100163,1463.18353197463
109814,1473.17809093506
100048,1502.87681453627
100053,1511.65106849765
100078,2351.71795130925
109771,1543.32674793818
109829,1493.44925076852
208943,1499.43778158658
100235,1488.3351943701
110991,1488.6365194388
106491,1486.69456219586
100062,1843.6386092404
110185,1485.18398787951
208942,1497.55971597005
107436,1475.5558678462
106910,1482.21922176424
106968,1504.85584324694
107591,1476.01431592922
100110,1489.03589539408
109879,1488.6629785583
100114,1812.13177558926
110274,1500
106971,1511.34382412306
100023,1519.33352940515
100050,1677.71249025325
110082,1492.26810827648
100172,1462.03124237153
100231,1583.5922986194
100229,2017.85967379697
100212,1468.29614584209
100157,1474.2112218823
109931,1509.85968534182
100147,1477.07389758599
100109,1485.67904127071
109988,1470.18115073469
110080,1495.83357383257
100040,2140.47571757972
100143,1483.29705187829
100182,1527.2995758082
100145,1432.08413852563
110000,1484.70975635523
110076,1501.23785410057
110073,1487.17603281515
100134,1460.26875698698
100103,1482.13853109797
100027,1516.26537963874
109811,1485.37196118378
100117,1523.08377525764
100102,1527.58481950627
100051,1509.46552374669
100136,1486.67836184875
109989,1495.56859286406
110086,1495.75027136374
100115,2488.95468135716
110087,1488.8660770981
100138,1479.52151456012
109938,1491.58210668648
100126,3119.03384687657
100199,1663.06944788818
111142,1496.49400493032
109838,1519.83418895235
100064,1853.14170661109
109754,1500.40502753595
100059,1494.30711079664
100083,1521.03183762318
110272,1498.78740869
106594,1507.92234480843
100097,1510.17393516119
100141,2137.79966686422
100025,1624.07850400612
112293,1502.26929759558
100098,1566.920770355
100079,1582.37556508172
100203,2140.84315351435
109777,1521.15330160964
112619,1494.63367938731
100104,1459.80026026289
100003,1526.95470822778
109914,1513.63306318382
110049,1489.69762336579
109948,1496.21474110093
210769,1504
210770,1501.0042748474
209426,1490.87671136006
210767,1498.3965255105
109824,1511.8002930626
202909,1479.57217415397
100173,1821.52434428541
202898,1479.66677297545
210768,1498.4011887185
107078,1495.46712531453
106867,1480.20866973926
109950,1497.58068049551
108052,1488.70606860395
202715,1496.53841442374
209425,1504.14011604928
210788,1498.16555013229
202896,1490.98825127168
103616,1494.46307625987
100106,1494.16493408133
111087,1496.62059922453
100178,1560.58753772678
110041,1504.27981232985
110046,1486.57607067257
106562,1494.14695273138
209540,1498.94780627294
112451,1501.03647467349
210797,1499.6664399318
112344,1496.67182648355
110039,1488.03257915331
110040,1497.11068130955
210799,1496.853169477
110024,1493.89496472039
109759,1504.89599616082
100135,1970.86242425586
100101,1583.97890503187
110053,1490.75259278291
108085,1490.28134291355
210808,1501.78711871984
100149,1514.33956827044
210810,1498.67870311568
109810,1496.23109845664
110373,1519.35692273799
100186,1780.55473650973
110120,1495.60509163539
202567,1465.67372870673
109932,1500.47604199112
100258,1445.35269494919
109749,1497.73240696763
100001,1498.72328040529
100035,1733.70896497291
100119,3143.19352576524
110180,1512.62679989457
109772,1508.36392537099
109792,1489.94382168337
107068,1487.68330631972
209617,1502.34540855782
110380,1492.28755070542
131584,1499.60799340886
100112,1488.47220497029
210831,1500.21464338468
109837,1499.14063286261
107728,1470.62453240337
109765,1500.09102674405
108021,1473.17187729296
100045,1499.68774973559
210832,1499.64204344604
107235,1473.00748073776
210830,1498.78336864718
108012,1490.51585706561
210829,1498.44843022125
100130,1552.31765212834
110277,1503.80783969825
106634,1494.18953985858
109960,1501.40719684452
100175,1476.88009976278
109859,1499.38223104125
112313,1504.09288198013
109847,1498.62405418226
109999,1499.37866290639
110286,1503.44179344045
112627,1498.60268292736
100162,1854.66825812349
100024,1509.7147339445
202674,1485.70609385883
109795,1495.02597360975
100169,1576.0916598471
110194,1494.28802334856
209567,1495.87371108417
209563,1499.61679326804
100007,1495.70471591306
209439,1491.16859696127
110331,1490.70584553517
107799,1505.3469549869
109816,1488.57035659943
210863,1500.17562969724
209609,1494.66920229315
100133,1511.32505893357
209608,1497.41514068218
117251,1496.32220762374
209729,1496.5643754513
210864,1490.49274741399
110054,1482.59321333522
202958,1501.08159653318
113229,1499.12999336373
109929,1500.50135423766
112715,1501.15248760655
210873,1497.26735381618
201293,1474.06640149935
210877,1499.23051599583
117308,1478.8751913842
109803,1508.85817758404
100150,1457.95265243233
109985,1485.74841224626
109957,1481.93356728475
100196,1704.52700682203
100148,1587.16509343535
110006,1477.60112091771
112996,1494.61236289837
210886,1495.26412495399
210887,1496.80591185779
100065,1467.76064367019
110273,1493.92635679093
125614,1489.55259242932
110177,1492.37141368864
107993,1476.47954612155
110278,1491.16638117135
210896,1496.66719650592
209441,1493.71745604472
109850,1482.95266798378
210899,1499.59641528276
210900,1500.19603345184
209422,1499.58976677046
110294,1496.70419007091
100267,1486.85153498731
125676,1493.13677402209
210898,1500.80062959934
110290,1495.03160351035
210897,1500.24966796603
107954,1485.46364277075
114941,1491.69977268431
210941,1505.02203410365
109903,1510.70384396269
100238,1459.81011982373
109901,1502.35433512393
110001,1493.99617553165
210942,1502.2899056103
210944,1504.03533702726
109974,1484.93588465425
210945,1493.61544584519
106722,1502.07233903072
109998,1505.1590234315
100205,1613.26997344653
210948,1501.26169623509
100226,1472.01964255881
100131,1497.6171491157
110377,1497.2332524269
210946,1496.79221156994
210943,1503.07354897295
210947,1501.93973395685
100096,1479.78213589378
204581,1497.50120930567
210938,1499.63161681579
210950,1493.5122352443
210955,1500.7812828543
109994,1481.07406370609
116827,1498.89871098892
210953,1499.27647383992
210962,1496.87280149701
210960,1500.59528597519
210951,1498.91414095688
210963,1500.89142192348
210952,1499.8910076297
210959,1501.45778872661
110348,1491.37912611725
107259,1499.62964068502
210957,1500.21051780054
100194,1492.62618650296
106996,1481.99934825441
109937,1503.40740740741
109900,1494.16378399126
210956,1496.88999270973
210958,1499.8616904787
108401,1500.87435975254
210961,1499.70974295089
210949,1497.14390824745
210954,1500.403966428
110325,1495.92643565953
107557,1496.74333687724
109904,1487.84199525007
109908,1494.70731209955
211016,1502.02080418039
115142,1496.77508874207
202566,1496.30838949343
110121,1491.71978158718
211024,1500.03304658857
211018,1500.52562793265
114958,1500.47679984201
211021,1500.42702276468
209615,1494.04988833048
211019,1501.13232489721
211003,1497.59085787333
211007,1498.07664802828
110068,1485.13563792487
110072,1490.31649662203
100093,1452.60635558135
100140,1486.71922739013
100124,1461.75480201929
109977,1501.00508432755
109848,1471.75647530907
100116,1558.44448760642
114943,1498.07214325174
100236,1551.10489954098
100201,1529.22277789143
109804,1501.26145466723
100227,1430.30072361744
100219,1786.09130791191
112494,1499.83068181005
112402,1500.67522101167
110349,1497.11664598912
202510,1498.99444536071
100180,1490.55803415712
100214,2003.88512060083
211039,1495.78542851626
211038,1493.8051444315
100159,1498.53605490221
106517,1497.81849294733
211042,1493.85875591034
110247,1487.67846836598
109780,1497.1927426549
211043,1498.7710718234
202915,1491.32845108837
107830,1482.92030275488
113464,1497.19118585584
100179,1979.75941854306
112517,1500.18988787738
107034,1498.73370018644
110017,1489.55057351694
211046,1495.57346546392
100108,1487.32624215213
100156,1489.3585829363
100018,1481.69130716505
114603,1500.21014703966
100031,1462.9400043624
100004,1499.65182801466
109857,1495.3249491065
116876,1498.65129521587
110088,1487.66197235403
110378,1497.87067838491
114598,1501.35473692759
109878,1478.07498175977
100224,1483.86041824677
100257,1766.03970806904
100129,1446.83735663314
110370,1497.78055836146
100111,1505.94341967641
202899,1489.8291078885
110283,1481.27003104178
202955,1479.93674852488
109757,1498.21217040303
107669,1492.00395468073
208990,1483.59101184165
110005,1496.27628750066
106619,1501.11325144696
110305,1496.66311093311
110002,1501.64303805089
100176,1551.07150596778
206972,1493.96217011469
